Name,Genre
The Urbz: Sims in the City (all regions sales),Simulation
Dark Souls III,Role-Playing
"SpongeBob SquarePants: Lights, Camera, Pants!",Misc
G-Force,Action
Super Robot Taisen OG: Original Generations,Strategy
Army Men World War: Final Front,Action
Transformers: Fall of Cybertron,Action
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Shooter
Band Hero,Misc
MX Unleashed,Racing
Puppy Luv: Spa and Resort,Simulation
Jikkyou Powerful Pro Yakyuu 9,Sports
Crash: Mind Over Mutant,Platform
Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting
Grind Session,Sports
Naruto: Gekito Ninja Taisen! 3,Fighting
Madden NFL 12,Sports
Wario World,Platform
Payday 2,Shooter
FIFA Soccer 13,Action
Scooby-Doo! Mystery Mayhem,Action
Super Breakout,Puzzle
The Legend of Spyro: Dawn of the Dragon,Platform
Ben 10 Alien Force: Vilgax Attacks,Action
Samurai Warriors 3,Action
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,Misc
Lego Batman 3: Beyond Gotham,Action
TimeSplitters 2,Shooter
Battlebots: Design & Destroy,Action
Robert Ludlum's The Bourne Conspiracy,Action
Eternal Darkness: Sanitys Requiem,Adventure
Food Network: Cook or Be Cooked,Misc
Thrillville: Off the Rails,Strategy
Power Rangers: S.P.D.,Action
Naruto: Ultimate Ninja 3,Fighting
The Darkness,Shooter
Jump Start Pet Rescue,Misc
SingStar Motown,Misc
Child of Eden,Shooter
Spider-Man: Shattered Dimensions,Action
Neon Genesis Evangelion,Adventure
Mobile Suit Gundam: One Year War,Action
Tongari Boushi to Mahou no Otana,Simulation
NFL Blitz 20-03,Sports
Eternal Sonata,Role-Playing
SpongeBos Atlantis SquarePantis,Action
Devil May Cry HD Collection,Action
Deadpool,Action
SingStar Queen,Misc
Karaoke Revolution,Misc
Wolfenstein: The Old Blood,Action
Walk it Out!,Sports
Star Wars: Jedi Starfighter,Simulation
Classic NES Series: Metroid,Adventure
Animal Crossing: Amiibo Festival,Misc
Nicktoons: Attack of the Toybots,Platform
Primal,Action
Need for Speed: Shift 2 Unleashed,Racing
Yu-Gi-Oh! 5Ds Tag Force 4,Strategy
Ninja Gaiden 3,Action
Sleeping Dogs,Action
Madden NFL 2002,Sports
Need for Speed Underground 2,Racing
007: Quantum of Solace,Action
Master of Illusion,Puzzle
Spec Ops: Covert Assault,Shooter
Tetris Axis,Puzzle
Flight Control Rocket,Simulation
SSX Tricky,Sports
Star Wars The Clone Wars: Republic Heroes,Action
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action
NiGHTS into dreams...,Platform
Hyperdimension Neptunia,Role-Playing
NCAA Football 2004,Sports
DanceStar Party,Misc
Bionicle,Action
Max Payne 3,Shooter
Naughty Bear,Action
MLB 2002,Sports
God Eater 2: Rage Burst,Role-Playing
MLB 14: The Show,Sports
TimeSplitters,Shooter
Barnstorming,Action
InuYasha: The Secret of the Cursed Mask,Role-Playing
My Spanish Coach,Misc
The Powerpuff Girls: Him and Seek,Platform
Mega Man Zero 2,Platform
Wonder Project J: Kikai no Shonen Pino,Simulation
Dragon Ball Z: Shin Budokai - Another Road,Fighting
The Fairly Odd Parents: Game Boy Advance Video Volume 1,Misc
Mass Effect Trilogy,Action
Ghostbusters: The Video Game,Action
Hunter: The Reckoning  Wayward,Action
Remington Great American Bird Hunt,Sports
Mischief Makers,Platform
WipEout 64,Racing
Story of Seasons,Simulation
EyeToy: AntiGrav,Sports
OkamiDen,Adventure
Dora the Explorer: Dora Puppy,Misc
EverQuest Online Adventures,Role-Playing
Just Dance 4,Misc
Cool Boarders,Sports
Tom Clancys The Division,Shooter
Mobile Suit Gundam: Zeonic Front,Simulation
Monopoly,Misc
TouchMaster 3,Puzzle
Castlevania: Dawn of Sorrow,Platform
Dawn of Mana,Role-Playing
Barbie: Groom and Glam Pups,Action
Petz Bunnyz,Simulation
Tales of the World: Radiant Mythology,Role-Playing
Alpha Protocol,Role-Playing
Deer Drive,Sports
Petz: Horsez 2,Simulation
2014 FIFA World Cup Brazil,Sports
Madden NFL 2003,Sports
Backyard Baseball,Sports
Midway Arcade Treasures,Misc
Disney Sing It,Misc
Bakugan: Battle Brawlers,Action
NHL FaceOff 99,Sports
SEGA Classics Collection,Misc
Naruto: Ninja Council 3,Action
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,Strategy
Def Jam Icon,Action
Neon Genesis Evangelion 2nd Impression,Role-Playing
NBA Street,Sports
Atelier Totori: The Adventurer of Arland,Role-Playing
The Legend of Spyro: The Eternal Night,Platform
Mega Man Battle Network,Role-Playing
Terraria,Action
Juiced: Eliminator,Racing
25 to Life,Shooter
NHL 2K6,Sports
Medal of Honor: Rising Sun,Shooter
The Sims,Simulation
"Barbie: Jet, Set & Style!",Misc
Dogs Life,Adventure
The X Files,Adventure
Super Wagyan Land,Action
Rascal,Action
Tony Hawks American Wasteland,Sports
Sin and Punishment: Star Successor,Shooter
Command & Conquer 3: Tiberium Wars,Strategy
Crash: Mind Over Mutant,Platform
Ben 10 Alien Force: Vilgax Attacks,Action
Famicom Mini: Super Mario Bros. 2,Platform
Colony Wars,Simulation
All-Star Baseball 2004,Sports
Batman: Arkham Origins Blackgate,Action
Big Strike Bowling,Sports
Ben 10 Alien Force: Vilgax Attacks,Action
Zone of the Enders HD Collection,Simulation
NASCAR Thunder 2002,Racing
NHL 17,Sports
Grandia,Role-Playing
2010 FIFA World Cup South Africa,Sports
ESPN NHL 2K5,Sports
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Misc
Hot Wheels World Race,Racing
Avatar: The Last Airbender - The Burning Earth,Action
Trials Fusion,Racing
Superman: Shadow of Apokolips,Action
Wheel of Fortune,Misc
Just Dance 2014,Misc
NASCAR Kart Racing,Racing
American Chopper,Racing
Guitar Hero: Smash Hits,Misc
Star Wars Trilogy: Apprentice of the Force,Action
Virtua Tennis 4: World Tour,Sports
Lemony Snickets A Series of Unfortunate Events,Platform
JGTC: All-Japan Grand Touring Car Championship,Racing
Arc the Lad III,Role-Playing
One Piece: Burning Blood,Fighting
Just Dance: Summer Party,Misc
SpongeBos Truth or Square (US sales),Action
Battlefield: Hardline,Shooter
Mobile Suit Gundam: Gundam vs. Gundam,Fighting
Test Drive,Racing
Jikkyou Powerful Pro Yakyuu 11,Sports
Petz: Horsez 2,Simulation
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,Action
Pirates of the Caribbean: At Worlds End,Action
Rush 2: Extreme Racing USA,Racing
Dr. Mario 64,Puzzle
Army Men: Sarges Heroes 2,Shooter
Jikkyou Powerful Pro Yakyuu 6,Sports
NFL Blitz 2001,Sports
James Bond 007: Everything or Nothing,Shooter
NBA Live 06,Sports
Horsez,Simulation
TERA,Role-Playing
MLB 08: The Show,Sports
Dance Dance Revolution Ultramix 2,Simulation
Mega Man Anniversary Collection,Platform
How to Train Your Dragon,Action
Crash: Mind Over Mutant,Platform
Super Famista 4,Sports
The Fairly Odd Parents: Game Boy Advance Video Volume 2,Misc
Cabelas Legendary Adventures,Sports
NBA 2K13,Sports
Tales of Zestiria,Role-Playing
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,Misc
Harry Potter and the Goblet of Fire,Action
Metro: Last Light,Action
Call of Duty: Advanced Warfare,Shooter
Thrillville: Off the Rails,Strategy
NBA 2K11,Action
Mega Man X6,Action
BloodRayne,Shooter
Kumamon Bomber: Puzzle de Kumamon Taisou,Puzzle
Castlevania: Curse of Darkness,Action
LEGO Rock Band,Misc
International Superstar Soccer Pro 98,Sports
Jimmy Neutron: Boy Genius,Platform
Black,Shooter
Spec Ops: The Line,Shooter
Attack on Titan: Humanity in Chains,Action
DiRT Rally,Racing
NHL 15,Sports
Double Pack: Finding Nemo / The Incredibles,Action
Valkyrie Profile: Covenant of the Plume,Role-Playing
NHL Slapshot,Sports
TRON: Evolution,Action
Vanquish,Shooter
Solitaire Overload,Misc
Lord of the Rings: The Third Age,Role-Playing
Pirates of the Caribbean: At Worlds End,Action
Mega Man Legends 2,Adventure
X-Men vs. Street Fighter,Fighting
Blazing Angels: Squadrons of WWII,Simulation
Zack & Wiki: Quest for Barbaros Treasure,Adventure
High Rollers Casino,Misc
The Suffering,Action
Cyber Troopers Virtual-On,Fighting
Star Wars Starfighter: Special Edition,Simulation
NBA Jam,Sports
Zone of the Enders: The 2nd Runner,Simulation
Jampack Spring 2004 (RP-T),Misc
Dexters Laboratory Deesaster Strikes,Adventure
NFL GameDay 2004,Sports
Condemned: Criminal Origins,Action
Scooby-Doo and the Cyber Chase,Adventure
Tomb Raider: The Last Revelation,Action
pro evolution soccer 2011,Sports
Sega Rally Championship 2,Racing
Quake II,Shooter
Crash of the Titans,Action
MLB 10: The Show,Sports
Wheel of Fortune: 2nd Edition,Misc
Tom Clancys Rainbow Six: Lockdown,Shooter
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,Fighting
TimeShift,Shooter
Cool Boarders 2001,Sports
Grudge Warriors,Action
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,Sports
Life is Strange,Adventure
Castlevania: The Dracula X Chronicles,Platform
Mobile Suit Gundam,Action
Tom Clancys HAWX 2,Action
Football Manager Handheld 2011,Sports
Jimmy Neutron: Boy Genius,Platform
Itadaki Street DS,Misc
X-Men: The Official Game,Action
Marvel Super Hero Squad,Fighting
Call of Duty: Modern Warfare: Mobilized,Shooter
300: March to Glory,Action
E0: Enemy Zero,Adventure
Yu-Gi-Oh! GX: Tag Force 2,Strategy
Green Day: Rock Band,Misc
Nicktoons: Unite!,Adventure
FIFA 14,Sports
Call of Duty: Black Ops II,Shooter
JumpStart: Escape from Adventure Island,Adventure
NASCAR Racing,Racing
Dragon Quest X,Role-Playing
F1 2014,Racing
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Misc
Cars: Race-O-Rama,Racing
Boku no Natsuyasumi 2: Umi no Bouken Hen,Adventure
Cars: Mater-National Championship,Racing
Command & Conquer: Red Alert,Strategy
BioShock,Shooter
Ogre Battle 64: Person of Lordly Caliber,Role-Playing
Superman: The New Superman Adventures,Action
Dig Dug,Puzzle
The Smurfs,Action
Metal Gear Solid HD Edition,Action
The Terminator: Dawn of Fate,Action
Rocksmith 2014,Misc
Pro Evolution Soccer 2016,Sports
Rogue Galaxy: Directors Cut,Role-Playing
Armored Core,Simulation
Medal of Honor Heroes 2,Shooter
Top Spin 4,Sports
Densha De Go! 2,Simulation
James Patterson Womens Murder Club: Games of Passion,Adventure
Band Hero,Misc
Armored Core 2: Another Age,Simulation
Buzz! Junior: Jungle Party,Misc
Mortal Kombat: Deadly Alliance,Fighting
NiGHTS: Journey of Dreams,Platform
NBA 2K11,Action
AKB1/48: Idol to Koishitara...,Misc
Pro Pinball,Misc
98 Koshien,Sports
Harvest Moon: Grand Bazaar,Simulation
NBA 2K9,Sports
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),Misc
Up,Action
Hatsune Miku: Project Diva 2nd,Misc
Marvel: Ultimate Alliance 2,Role-Playing
Monster Jam: Urban Assault,Racing
UEFA Euro 2008 Austria-Switzerland,Sports
Mario no Super Picross,Puzzle
"Ed, Edd n Eddy: The Mis-Edventures",Platform
Harry Potter and the Deathly Hallows - Part 1,Action
Jikkyou Powerful Pro Yakuu 94,Sports
WWE All Stars,Fighting
Resistance: Burning Skies,Shooter
Disney's Tarzan Untamed,Platform
Green Day: Rock Band,Misc
Battlefield 2: Modern Combat,Shooter
Sonic & All-Stars Racing Transformed,Racing
Knockout Kings 2001,Fighting
Asuras Wrath,Action
Fantastic Pets,Simulation
From Russia With Love,Action
BlazBlue: Continuum Shift,Fighting
Duke Nukem Forever,Shooter
Katamari Forever,Puzzle
Dishonored,Action
Minority Report: Everybody Runs,Action
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bugs Life,Misc
NFL GameDay 2002,Sports
Spider-Man: Web of Shadows,Action
Pengo,Adventure
Naughty Bear,Action
Mouse Trap,Action
Tak and the Power of Juju,Platform
Six Flags Fun Park,Misc
NBA Jam,Sports
Just Dance Kids 2,Misc
Beowulf: The Game,Action
Rune Factory 3: A Fantasy Harvest Moon,Role-Playing
Star Wars The Clone Wars: Republic Heroes,Action
Metal Gear Solid: The Legacy Collection,Adventure
Medarot: Kabuto / Kuwagata Version,Role-Playing
NBA 2K10,Sports
Defender,Misc
NFL GameDay 2003,Sports
TNA iMPACT!,Fighting
Taiko no Tatsujin Wii: Dodon to 2 Yome!,Misc
Congo Bongo,Action
The Wonderful 101,Action
Gauntlet: Seven Sorrows,Role-Playing
Harry Potter: Quidditch World Cup,Sports
Warriors Orochi 2 (JP sales),Action
Cabelas Big Game Hunter 2010,Sports
Overlord,Strategy
The Chronicles of Narnia: Prince Caspian,Action
The Incredibles: Rise of the Underminer,Action
Pet in TV,Strategy
Battalion Wars,Strategy
NBA ShootOut 2000,Sports
Power Rangers: Dino Thunder,Action
Samurai Shodown,Fighting
SpongeBob SquigglePants,Misc
Mass Effect Trilogy,Action
NHL 17,Sports
Fighting Vipers,Fighting
Yu-Gi-Oh! 5Ds Stardust Accelerator: World Championship 2009,Action
NCAA GameBreaker 2000,Sports
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Shooter
The Legend of Spyro: Dawn of the Dragon,Platform
AKB1/48: Idol to Guam de Koishitara...,Misc
FIFA 14,Sports
RR64: Ridge Racer 64,Racing
Top Gear Rally,Racing
Mortal Kombat Mythologies: Sub-Zero,Fighting
NFL Quarterback Club 2000,Sports
Wall-E,Platform
18 Wheeler: American Pro Trucker,Racing
Atari Anthology,Misc
Bugs Bunny: Lost in Time,Platform
World of Final Fantasy,Role-Playing
Rock Band 4,Misc
Ragnarok Odyssey,Role-Playing
LEGO Harry Potter: Years 5-7,Action
Hot Wheels: Beat That!,Racing
MLB 2006,Sports
Saints Row IV,Action
Madden NFL Football,Sports
Style Lab: Makeover,Simulation
Brunswick Pro Bowling,Sports
The Gunstringer,Shooter
FIFA Soccer 13,Action
Marvel: Ultimate Alliance,Role-Playing
Rocket Power: Dream Scheme,Action
My Virtual Tutor: Reading Adventure First to Second Grade,Misc
MX vs. ATV Unleashed,Racing
Rampage: Total Destruction,Action
The Urbz: Sims in the City,Simulation
Disney Sing It! High School Musical 3: Senior Year,Misc
Road Rash: Jailbreak,Racing
LEGO The Lord of the Rings,Action
Mother 3,Role-Playing
Nicktoons: Freeze Frame Frenzy,Action
Avatar: The Game,Action
Monster Trucks Mayhem,Racing
You Dont Know Jack,Misc
Rapala Pro Bass Fishing 2010,Sports
WWE SmackDown! vs. RAW 2006,Fighting
Mafia II,Action
Mystery Dungeon: Shiren the Wanderer,Role-Playing
Mario & Sonic at the Rio 2016 Olympic Games,Action
Spore Hero,Simulation
Sega Superstars Tennis,Sports
Winter Sports 2: The Next Challenge,Sports
NBA Live 2002,Sports
Star Wars: Clone Wars,Shooter
Moshi Monsters: Moshlings Theme Park,Misc
Boku no Natsuyasumi,Adventure
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Action
I-Ninja,Platform
Ghostbusters: The Video Game,Action
Skylanders SWAP Force,Platform
Command & Conquer,Strategy
Harvest Moon: Save the Homeland,Simulation
NBA Jam,Sports
SD Gundam G Generation Seed,Strategy
Call of Duty: Finest Hour,Shooter
Naruto: Path of the Ninja,Role-Playing
Speed Racer: The Videogame,Racing
Tales of Phantasia,Role-Playing
Castlevania: Portrait of Ruin,Platform
LEGO Marvels Avengers,Action
Suzuki TT Superbikes,Racing
Sherlock Holmes: The Mystery of the Mummy,Adventure
Rumble Roses,Fighting
Tomb Raider: Anniversary,Action
Littlest Pet Shop,Simulation
Fantastic Four: Rise of the Silver Surfer,Action
Ultimate Spider-Man,Action
Juiced 2: Hot Import Nights,Racing
Star Wars The Clone Wars: Republic Heroes,Action
Shin Megami Tensei: Devil Survivor Overclocked,Role-Playing
NHL 99,Sports
MLB 15: The Show,Sports
No More Heroes 2: Desperate Struggle,Action
Planet 51,Action
Danball Senki,Role-Playing
NASCAR Heat,Racing
Bloody Roar,Fighting
Legends of WrestleMania,Fighting
Bump n Jump,Racing
Mobile Suit Gundam: Lost War Chronicles,Shooter
Fishing Resort,Sports
Just Dance 2015,Misc
Disney's Brother Bear,Action
Armored Core V,Simulation
The Darkness II,Shooter
NBA Live 09,Sports
Harry Potter and the Deathly Hallows - Part 1,Action
Mass Effect 2,Role-Playing
Project X Zone,Role-Playing
The House of The Dead III,Shooter
Fire Emblem: Fuuin no Tsurugi,Role-Playing
NBA Jam,Sports
Dancing with the Stars: We Dance!,Misc
NBA Live 09,Sports
Ener-G: Gym Rockets,Sports
Laser Blast,Action
Skylanders: SuperChargers,Action
Thrasher Presents: Skate and Destroy,Sports
Are You Smarter than a 5th Grader? Make the Grade,Misc
Donkey Konga 2,Misc
Transformers: Fall of Cybertron,Action
SpongeBos Truth or Square (US sales),Action
Tear Ring Saga Yutona Eiyuu Senki,Role-Playing
FIFA 12,Sports
Alpha Protocol,Role-Playing
Taiko no Tatsujin Wii: Ketteiban,Misc
Combat of Giants: Dinosaurs 3D,Strategy
SSX 3,Sports
Final Fantasy Crystal Chronicles: The Crystal Bearers,Action
Madden NFL 2005,Sports
BattleTanx: Global Assault,Action
All-Star Baseball 2000,Sports
Custom Robo V2,Fighting
Extreme-G: XG2,Racing
SpongeBos Truth or Square (US sales),Action
Sonic Lost World,Platform
Super Monkey Ball: Step & Roll,Action
Chibi-Robo! Plug into Adventure!,Adventure
Iron Man 2,Action
Jampack Winter 2003 (RP-T),Misc
Star Wars The Clone Wars: Republic Heroes,Action
Monster Jam: Urban Assault,Racing
Kengo: Master of Bushido,Fighting
Monopoly Streets,Misc
Blood Omen 2,Action
Condemned 2: Bloodshot,Action
Super Fire ProWrestling,Fighting
Cabelas Dangerous Hunts 2,Sports
Disney Princess: Enchanting Storybooks,Misc
Chessmaster,Misc
Fatal Fury,Fighting
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,Role-Playing
Ice Age 2: The Meltdown,Platform
The Sims 2,Simulation
Hitman: Blood Money,Action
Advance Wars: Dual Strike,Strategy
Super Famista 3,Sports
Auto Modellista,Racing
WipeOut 3 The Game,Action
Dance Party: Pop Hits,Misc
Destiny: The Taken King,Shooter
Tom Clancys Ghost Recon 2: Summit Strike,Shooter
Tiger Woods PGA Tour 08,Sports
Farming Simulator 2015,Simulation
Robert Ludlum's The Bourne Conspiracy,Action
One Piece: Unlimited World Red,Action
Samurai Warriors Chronicles,Action
Karaoke Revolution Presents American Idol Encore,Misc
Airlock,Action
Tokimeki Memorial 2,Simulation
Hooked! Again: Real Motion Fishing,Sports
SpongeBob vs The Big One: Beach Party Cook Off,Adventure
EA Sports Active 2,Sports
Resident Evil Zero,Action
MotoGP 08,Racing
Red Faction: Armageddon,Shooter
Dungeon Siege III,Role-Playing
Harry Potter: Quidditch World Cup,Sports
Silent Hill: Homecoming,Action
Evil Dead: Fistfull of Boomstick,Action
Triple Play 97,Sports
Super Soccer,Sports
Skylanders: Trap Team,Action
Shin Megami Tensei: Nocturne,Role-Playing
Wario Land II (GBC),Platform
Homefront: The Revolution,Shooter
San Francisco Rush: Extreme Racing,Racing
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,Racing
Farming Simulator 2013,Simulation
Saints Row: The Third,Action
ESPN College Hoops 2K5,Sports
Looney Tunes: Acme Arsenal,Action
SD Gundam G Generation Spirits,Strategy
Diner Dash: Sizzle & Serve,Puzzle
Marvel: Ultimate Alliance,Role-Playing
Madden NFL 11,Sports
The Cat in the Hat,Platform
FIFA 14,Sports
Naruto: Clash of Ninja Revolution 2,Fighting
Star Fox: Zero,Shooter
NFL GameDay 2002,Sports
Turok: Evolution,Shooter
NCAA Football 08,Sports
Jam Sessions: Sing and Play Guitar (US sales),Misc
Yoshi Touch & Go,Platform
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,Strategy
Ice Age,Action
Viking: Battle for Asgard,Action
Sega Superstars Tennis,Sports
Headhunter,Action
Junior Classic Games,Misc
Shin Megami Tensei: Devil Summoner,Role-Playing
Marvel Nemesis: Rise of the Imperfects,Fighting
Wolfenstein: The New Order,Shooter
ESPN Extreme Games,Sports
Brunswick Pro Bowling,Sports
Ninja: Shadow of Darkness,Action
SD Gundam G Generation-F,Strategy
Bratz: Rock Angelz,Misc
FlatOut,Racing
Metal Gear Solid: Snake Eater 3D,Action
Raving Rabbids: Travel in Time 3D,Platform
Phoenix Wright: Ace Attorney - Dual Destinies,Adventure
SSX 3,Sports
Etrian Odyssey IV: Legends of the Titans,Role-Playing
NCAA Football 11,Sports
Lilo & Stitch 2: H\xc3\xa4msterviel Havoc,Action
LocoRoco,Platform
Risk: Global Domination,Strategy
Sword Art Online: Lost Song,Role-Playing
Mobile Suit Gundam version 2.0,Action
Grandia Xtreme,Role-Playing
Tamagotchi Connection: Corner Shop 3,Simulation
Persona 5,Role-Playing
Silent Scope,Shooter
Final Fantasy Adventure,Role-Playing
Dora The Explorer: Dora Saves the Snow Princess,Platform
The Incredible Hulk,Action
Mercenaries 2: World in Flames,Shooter
Zoo Tycoon (2013),Simulation
Ghost Trick: Phantom Detective,Adventure
Skylanders Giants,Action
Tokimeki Memorial: Forever with You,Simulation
MediEvil II,Action
Hunter: The Reckoning,Action
MX vs. ATV Untamed,Racing
Tales of Hearts,Role-Playing
Dawn of Discovery,Simulation
Rogue Trip: Vacation 2012,Racing
Phantasy Star \xc3\x98,Role-Playing
Dai-4-Ji Super Robot Taisen,Strategy
Football Manager 2016,Simulation
Get Fit with Mel ,Sports
Ice Age: Dawn of the Dinosaurs,Action
Pokemon Channel,Adventure
Taiko no Tatsujin Portable DX,Misc
Sesame Street: Elmos A-to-Zoo Adventure,Misc
Disney Sing It,Misc
Iron Man 2,Action
Virtua Tennis 2009,Sports
Moto Racer World Tour,Racing
The Dog Island,Adventure
NCAA Final Four 2000,Sports
Lego Star Wars: The Force Awakens,Action
Madagascar: Escape 2 Africa,Action
Hangman,Puzzle
Need for Speed: Nitro,Racing
Tiger Woods PGA Tour 08,Sports
Naruto Shippuden: Ultimate Ninja Heroes 3,Fighting
Cabelas Dangerous Hunts 2009,Sports
Petz Rescue: Wildlife Vet,Simulation
Wii Sports Clu,Sports
Age of Empires III,Strategy
Dancing with the Stars: We Dance!,Misc
TrackMania Turbo,Action
Mobile Suit Gundam: Extreme VS Full Boost,Fighting
Gravitar,Action
LEGO Marvel Super Heroes,Action
EyeToy Play 2,Misc
Dance Dance Revolution Ultramix 3,Simulation
WWE SmackDown vs. Raw 2011,Fighting
Pro Evolution Soccer 2011 3D,Sports
Just Dance 2014,Misc
Disney Infinity 3.0,Action
Peppa Pig: The Game,Misc
Harry Potter and the Prisoner of Azkaban,Action
Paws & Claws: Pampered Pets,Simulation
Puppy Palace,Simulation
GRID 2,Racing
Scooby-Doo! and the Spooky Swamp,Action
World of Warcraft: Legion,Role-Playing
Solaris,Shooter
Super Dragon Ball Z,Fighting
Petz Rescue: Ocean Patrol,Adventure
Just Dance 2016,Misc
The Golden Compass,Action
Tobal 2,Fighting
NBA 2K10,Sports
Mirrors Edge Catalyst,Platform
Tiger Woods PGA Tour 09,Sports
Ultimate Spider-Man,Action
Imagine: Party Babyz,Simulation
NBA Inside Drive 2002,Sports
Major League Baseball 2K6,Sports
LEGO Star Wars III: The Clone Wars,Action
Star Ocean 5: Integrity and Faithlessness,Role-Playing
Theatrhythm Final Fantasy: Curtain Call,Misc
NBA 2K7,Sports
Kileak: The DNA Imperative,Shooter
Petz: Catz 2,Simulation
Just Dance 4,Misc
Phantasy Star Portable 2: Infinity,Role-Playing
"Monsters, Inc. Scream Arena",Platform
Reel Fishing III,Sports
Need for Speed: Hot Pursuit,Racing
Cabelas Deer Hunt 2005 Season,Sports
Monster Jam: Path of Destruction,Racing
Rampage: Total Destruction,Action
Sid Meiers Civilization: Beyond Earth,Strategy
High Heat Major League Baseball 2003,Sports
Trivial Pursuit,Misc
Super Formation Soccer 94,Sports
Kingdom Under Fire: Circle of Doom,Role-Playing
Panzer Dragoon,Shooter
Spider-Man: Friend or Foe,Action
Yarudora Series Vol.1: Double Cast,Adventure
Rec Room Games,Sports
EA Sports MMA,Fighting
Guitar Hero On Tour: Modern Hits,Misc
Rocket League,Sports
Quake 4,Shooter
NHL 15,Sports
Tiger Woods PGA Tour 14,Sports
Skate,Sports
Cabelas Big Game Hunter 2012,Sports
Turok: Rage Wars,Shooter
Scooby-Doo! Classic Creep Capers,Action
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,Role-Playing
Rage,Shooter
Dragonfire,Action
Custom Robo,Role-Playing
Prince of Persia: The Forgotten Sands,Action
DiRT 2,Racing
Tomb Raider: Legend,Action
Pac-Man World 2,Action
Kotoba no Puzzle: Mojipittan DS,Puzzle
Fossil Fighters: Frontier,Role-Playing
The BIGS,Sports
Imagine: Salon Stylist,Simulation
Barbie Horse Adventures: Blue Ribbon Race,Sports
The Legend of Spyro: A New Beginning,Platform
Juiced 2: Hot Import Nights,Racing
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,Adventure
Dungeon Siege III,Role-Playing
Hells Kitchen: The Game,Simulation
NFL Street 2 Unleashed,Sports
Super Robot Taisen EX,Strategy
FIFA Street 2,Sports
Virtua Tennis 2009,Sports
Overlord: Dark Legend,Action
Bottom of the 9th,Sports
The Legend of Spyro: The Eternal Night,Platform
Medieval II: Total War Gold Edition,Strategy
Harry Potter and the Order of the Phoenix,Action
Wanted: Weapons of Fate,Shooter
Shin Megami Tensei II,Role-Playing
Batman: Return to Arkham,Action
Xenosaga Episode III: Also sprach Zarathustra,Role-Playing
Rune Factory: Frontier,Role-Playing
Virtua Fighter 3t,Fighting
Scribblenauts: Unlimited,Action
Mini Ninjas,Action
Naruto Shippuden: Ninja Destiny 2,Fighting
Mini-Yonku GB: Lets & Go!!,Strategy
Marvel: Ultimate Alliance,Role-Playing
The House of the Dead: Overkill - Extended Cut,Shooter
NCAA Football 07,Sports
The Sims 2: Castaway,Simulation
Destiny: The Collection,Shooter
Batman: Arkham City,Action
Fragile Dreams: Farewell Ruins of the Moon,Role-Playing
Farming Simulator 2015,Simulation
NBA Live 2003,Sports
Need for Speed: The Run,Action
Sniper Elite 3,Shooter
GoldenEye: Rogue Agent,Shooter
Zero4 Champ RR,Sports
Elite Beat Agents,Misc
Dragon Ball Z: Infinite World,Fighting
Middle-Earth: Shadow of Mordor,Action
Nonomura Byoin no Hitobito,Adventure
ESPN X Games Skateboarding,Sports
Castlevania: Order of Ecclesia,Platform
ZhuZhu Pets: Featuring The Wild Bunch,Simulation
Build-A-Bear Workshop: A Friend Fur All Seasons,Simulation
Dreamworks Madagascar Kartz,Racing
Left 4 Dead 2,Shooter
Green Day: Rock Band,Misc
"999: Nine Hours, Nine Persons, Nine Doors",Adventure
SAW,Action
Super Fire ProWrestling Special,Fighting
Yuu Yuu Hakusho,Fighting
Tom Clancys HAWX 2,Action
Kamaitachi no Yoru 2,Adventure
High Heat Major League Baseball 2004,Sports
Robots,Action
NARC,Shooter
One Piece: Gigant Battle!,Fighting
Dragon Ball Z: Attack of the Saiyans,Role-Playing
Bionic Commando,Platform
My Horse & Me,Sports
Destiny: The Taken King,Shooter
Monster Rancher 3,Simulation
The Incredibles: Rise of the Underminer,Action
MechWarrior 2: 31st Century Combat,Simulation
Hamtaro: Ham-Ham Heartbreak,Action
Okage: Shadow King,Role-Playing
Mobile Suit Z-Gundam,Action
Cubix Robots for Everyone: Clash n Bash,Action
BlazBlue: Calamity Trigger,Fighting
Kirbys Dream Land 3,Platform
